Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,km_year1,shabby,euro_r
Rare,Rare,2007,Sedan,248250.0,2398.0,Metan/Propan,Manual,3500.0,15,q3,16550.0,37237.5,5111.029411764706
BMW,5 Series,2013,Sedan,199999.0,3000.0,Petrol,Automatic,15300.0,9,q4,22222.0,17999.91,10799.946
Renault,Rare,2003,Microvan,318500.0,1900.0,Diesel,Manual,3200.0,19,q3,16763.0,60515.0,7594.0392156862745
Toyota,Avalon,2013,Sedan,220000.0,2494.0,Hybrid,Automatic,16999.0,9,q4,24444.0,19800.0,13199.223529411765
Mercedes,Rare,2015,Crossover,60000.0,3000.0,Diesel,Automatic,19000.0,7,q1,8571.0,4200.0,3129.4117647058824
Opel,Combo,2010,Universal,123000.0,1700.0,Diesel,Manual,2950.0,12,q1,10250.0,14760.0,1707.5294117647059
Mercedes,A Class,2013,Hatchback,23500.0,1600.0,Petrol,Automatic,9999.0,9,q1,2611.0,2115.0,829.3288235294118
KIA,Sorento,2014,Crossover,67000.0,2400.0,Petrol,Automatic,12300.0,8,q1,8375.0,5360.0,2585.4117647058824
KIA,Sorento,2016,Crossover,66000.0,2400.0,Petrol,Automatic,17300.0,6,q2,11000.0,3960.0,2686.5882352941176
Mercedes,C Class,1995,Sedan,400000.0,1800.0,Petrol,Manual,2400.0,27,q3,14815.0,108000.0,10164.70588235294
BMW,Rare,2006,Cabriolet,145000.0,4799.0,Petrol,Automatic,13500.0,16,q1,9062.0,23200.0,12282.35294117647
Dacia,Logan,2014,Sedan,40000.0,1200.0,Petrol,Manual,3499.0,8,q1,5000.0,3200.0,439.09019607843135
Mercedes,C Class,2004,Sedan,272000.0,2200.0,Diesel,Automatic,6500.0,18,q3,15111.0,48960.0,12480.0
Volkswagen,Polo,1997,Sedan,200000.0,1400.0,Petrol,Manual,2500.0,25,q1,8000.0,50000.0,4901.9607843137255
Toyota,Rare,2012,Universal,250000.0,1800.0,Hybrid,Automatic,8888.0,10,q4,25000.0,25000.0,8713.725490196079
BMW,3 Series,1999,Sedan,395000.0,2000.0,Diesel,Manual,4000.0,23,q3,17174.0,90850.0,14250.980392156862
Audi,80,1988,Sedan,281000.0,1900.0,Metan/Propan,Manual,1600.0,34,q1,8265.0,95540.0,5994.666666666667
Toyota,Corolla,2006,Universal,190000.0,1400.0,Diesel,Manual,4650.0,16,q2,11875.0,30400.0,5543.529411764706
Toyota,Rav 4,2005,SUV,250000.0,2000.0,Petrol,Manual,4300.0,17,q3,14706.0,42500.0,7166.666666666667
Chevrolet,Rare,2016,Sedan,123000.0,1600.0,Petrol,Manual,4200.0,6,q4,20500.0,7380.0,1215.5294117647059
Skoda,Octavia,2010,Sedan,169000.0,1800.0,Petrol,Automatic,7300.0,12,q2,14083.0,20280.0,5805.64705882353
Fiat,Rare,1994,Combi,208142.0,1300.0,Petrol,Manual,1000.0,28,q1,7434.0,58279.76,2285.4807843137255
Renault,Scenic,2005,Minivan,20000.0,1500.0,Diesel,Manual,3300.0,17,q1,1176.0,3400.0,440.0
Dacia,Duster,2014,Crossover,119000.0,1461.0,Diesel,Manual,10150.0,8,q3,14875.0,9520.0,3789.3333333333335
Renault,Clio,2015,Universal,147000.0,1500.0,Diesel,Manual,6700.0,7,q4,21000.0,10290.0,2703.6470588235293
Vaz,Rare,1986,Sedan,85237.0,1450.0,Petrol,Manual,1200.0,36,q1,2368.0,30685.32,1444.0150588235294
Toyota,Corolla,2010,Sedan,136000.0,1400.0,Diesel,Manual,7500.0,12,q2,11333.0,16320.0,4800.0
Ssangyong,Rare,2014,Minivan,190000.0,1998.0,Diesel,Automatic,12350.0,8,q4,23750.0,15200.0,7361.568627450981
Citroen,Rare,2017,Minivan,200000.0,1998.0,Diesel,Manual,8250.0,5,q4,40000.0,10000.0,3235.294117647059
Mazda,626,2000,Sedan,350481.0,2000.0,Metan/Propan,Manual,2800.0,22,q3,15931.0,77105.82,8466.521411764706
KIA,Ceed,2007,Universal,2500.0,1600.0,Diesel,Manual,5200.0,15,q1,167.0,375.0,76.47058823529412
Opel,Meriva,2013,Hatchback,204000.0,1300.0,Diesel,Manual,5650.0,9,q4,22667.0,18360.0,4068.0
Renault,Megane,2003,Sedan,300000.0,1600.0,Metan/Propan,Manual,3500.0,19,q3,15789.0,57000.0,7823.529411764706
Volkswagen,Jetta,2016,Sedan,72426.0,1400.0,Petrol,Automatic,8000.0,6,q2,12071.0,4345.56,1363.3129411764705
Nissan,Rare,1995,Sedan,390000.0,1995.0,Petrol,Manual,1500.0,27,q2,14444.0,105300.0,6194.117647058823
Ford,Rare,1996,Universal,200000.0,4000.0,Petrol,Automatic,5500.0,26,q1,7692.0,52000.0,11215.686274509804
Renault,Grand Scenic,2014,Minivan,161000.0,1500.0,Diesel,Manual,7800.0,8,q4,20125.0,12880.0,3939.764705882353
Renault,Rare,2008,Microvan,350563.0,1998.0,Diesel,Manual,6555.0,14,q4,25040.0,49078.82,12616.143729411766
Seat,Ibiza,2011,Universal,197000.0,1200.0,Diesel,Manual,4800.0,11,q3,17909.0,21670.0,4079.0588235294117
Opel,Vectra,2002,Hatchback,212000.0,1800.0,Metan/Propan,Manual,3500.0,20,q2,10600.0,42400.0,5819.607843137255
Volkswagen,Touran,2008,Microvan,238000.0,2000.0,Diesel,Automatic,8000.0,14,q3,17000.0,33320.0,10453.333333333334
Skoda,Fabia,2012,Hatchback,211000.0,1200.0,Diesel,Manual,4500.0,10,q4,21100.0,21100.0,3723.529411764706
Audi,A4,2001,Sedan,400000.0,2485.0,Diesel,Automatic,4800.0,21,q4,19048.0,84000.0,15811.764705882353
Opel,Astra,2011,Hatchback,200000.0,1300.0,Diesel,Manual,5250.0,11,q3,18182.0,22000.0,4529.411764705882
Opel,Vectra,1992,Sedan,340000.0,2000.0,Metan/Propan,Manual,1300.0,30,q2,11333.0,102000.0,5200.0
Mercedes,C Class,2001,Sedan,280000.0,2000.0,Metan/Propan,Automatic,4500.0,21,q2,13333.0,58800.0,10376.470588235294
BMW,5 Series,2005,Universal,300000.0,3000.0,Diesel,Automatic,5000.0,17,q3,17647.0,51000.0,10000.0
Ford,Fusion,2019,Sedan,68000.0,1999.0,Hybrid,Automatic,19300.0,3,q4,22667.0,2040.0,1544.0
Toyota,Prius,2010,Universal,235000.0,1800.0,Hybrid,Automatic,7990.0,12,q4,19583.0,28200.0,8836.0
Toyota,Land Cruiser Prado,2008,SUV,201000.0,2700.0,Metan/Propan,Automatic,15490.0,14,q2,14357.0,28140.0,17093.670588235294
Peugeot,206,2005,Universal,216000.0,1399.0,Petrol,Manual,2500.0,17,q2,12706.0,36720.0,3600.0
Mercedes,Vito,2008,Microvan,544000.0,2184.0,Diesel,Manual,4500.0,14,q4,38857.0,76160.0,13440.0
Opel,Astra,2003,Universal,335000.0,1700.0,Diesel,Manual,1800.0,19,q3,17632.0,63650.0,4492.941176470588
BMW,5 Series,2000,Sedan,300000.0,300.0,Diesel,Manual,1600.0,22,q2,13636.0,66000.0,4141.176470588235
Toyota,Rav 4,2016,SUV,180000.0,2500.0,Hybrid,Automatic,20699.0,6,q4,30000.0,10800.0,8766.635294117646
Seat,Ibiza,2013,Hatchback,68500.0,1400.0,Petrol,Manual,5400.0,9,q1,7611.0,6165.0,1305.5294117647059
Mercedes,Rare,2019,Coupe,10000.0,2000.0,Diesel,Automatic,48000.0,3,q1,3333.0,300.0,564.7058823529412
Toyota,Auris,2008,Hatchback,250000.0,1400.0,Diesel,Manual,6100.0,14,q3,17857.0,35000.0,8372.549019607843
Renault,Megane,2016,Universal,205000.0,1461.0,Diesel,Automatic,8200.0,6,q4,34167.0,12300.0,3955.294117647059
Renault,Megane,2011,Universal,144000.0,1500.0,Diesel,Manual,5900.0,11,q2,13091.0,15840.0,3664.9411764705883
Renault,Megane,2012,Universal,172000.0,1500.0,Diesel,Manual,6200.0,10,q3,17200.0,17200.0,4181.9607843137255
Volkswagen,Passat,2009,Universal,172000.0,1400.0,Petrol,Manual,6800.0,13,q2,13231.0,22360.0,5962.666666666667
BMW,5 Series,2006,Hatchback,247000.0,2000.0,Diesel,Manual,4000.0,16,q3,15438.0,39520.0,6199.21568627451
Jeep,Rare,2015,SUV,225000.0,2000.0,Diesel,Automatic,16800.0,7,q4,32143.0,15750.0,10376.470588235294
Volkswagen,Polo,2014,Hatchback,193000.0,1422.0,Diesel,Manual,7500.0,8,q4,24125.0,15440.0,4541.176470588235
Renault,Kadjar,2016,Crossover,128000.0,1500.0,Diesel,Automatic,11900.0,6,q4,21333.0,7680.0,3584.0
Mercedes,Rare,2000,Coupe,298000.0,2295.0,Petrol,Automatic,3250.0,22,q2,13545.0,65560.0,8355.686274509804
Opel,Rare,1996,Sedan,333000.0,2500.0,Diesel,Manual,2100.0,26,q2,12808.0,86580.0,7130.117647058823
Toyota,Camry,1999,Sedan,30000.0,2200.0,Petrol,Automatic,4000.0,23,q1,1304.0,6900.0,1082.3529411764705
Mazda,3,2018,Sedan,33000.0,1500.0,Petrol,Manual,12500.0,4,q1,8250.0,1320.0,647.0588235294117
Peugeot,Rare,2000,Sedan,400000.0,2200.0,Diesel,Manual,1000.0,22,q3,18182.0,88000.0,3450.9803921568628
Renault,Kadjar,2019,SUV,57345.0,1499.0,Diesel,Manual,16999.0,3,q4,19115.0,1720.35,1146.8325352941176
Renault,Kadjar,2016,Crossover,123561.0,1500.0,Diesel,Automatic,14399.0,6,q4,20594.0,7413.66,4186.24668
Moskvich / Izh,Rare,1979,Coupe,50000.0,1500.0,Petrol,Manual,5000.0,43,q1,1163.0,21500.0,4215.686274509804
Mitsubishi,Rare,2002,Hatchback,223000.0,1800.0,Petrol,Manual,1400.0,20,q2,11150.0,44600.0,2448.627450980392
Volkswagen,Passat,2016,Sedan,123000.0,1600.0,Diesel,Automatic,8800.0,6,q4,20500.0,7380.0,2546.823529411765
Volkswagen,Rare,2013,Hatchback,135000.0,1600.0,Diesel,Automatic,6300.0,9,q3,15000.0,12150.0,3001.764705882353
Toyota,Land Cruiser Prado,2010,SUV,123000.0,2700.0,Metan/Propan,Automatic,12500.0,12,q1,10250.0,14760.0,7235.294117647059
Citroen,Berlingo,2015,Universal,116000.0,1600.0,Diesel,Manual,6500.0,7,q3,16571.0,8120.0,2069.8039215686276
Volkswagen,Tiguan,2013,Crossover,132000.0,2000.0,Petrol,Automatic,7700.0,9,q3,14667.0,11880.0,3587.294117647059
Mazda,6,2009,Hatchback,98000.0,2000.0,Petrol,Automatic,3550.0,13,q1,7538.0,12740.0,1773.6078431372548
Mercedes,GLE,2016,SUV,110590.0,300.0,Diesel,Automatic,46500.0,6,q3,18432.0,6635.4,12099.847058823529
BMW,3 Series,2006,Sedan,185000.0,2000.0,Diesel,Manual,7190.0,16,q2,11562.0,29600.0,8346.039215686274
Ford,Rare,2001,Minivan,136000.0,1900.0,Diesel,Manual,1550.0,21,q1,6476.0,28560.0,1736.0
Mercedes,B Class,2005,Hatchback,145000.0,1800.0,Petrol,Manual,3200.0,17,q1,8529.0,24650.0,3093.3333333333335
BMW,5 Series,2017,Sedan,130000.0,2000.0,Diesel,Automatic,28500.0,5,q4,26000.0,6500.0,7264.705882352941
Renault,Megane,2006,Sedan,292000.0,1400.0,Petrol,Manual,2750.0,16,q3,18250.0,46720.0,5038.431372549019
Skoda,Superb,2017,Sedan,114800.0,2000.0,Diesel,Automatic,18900.0,5,q4,22960.0,5740.0,4254.35294117647
KIA,Rare,2005,Microvan,209000.0,2000.0,Metan/Propan,Manual,3000.0,17,q2,12294.0,35530.0,4180.0
Renault,Rare,1991,Hatchback,196000.0,1870.0,Petrol,Manual,16500.0,31,q1,6323.0,60760.0,39315.294117647056
Renault,Clio,2020,Hatchback,1800.0,898.0,Petrol,Manual,8900.0,2,q1,900.0,36.0,12.564705882352941
BMW,3 Series,2011,Universal,200000.0,2000.0,Petrol,Manual,7999.0,11,q3,18182.0,22000.0,6901.098039215686
Toyota,Avensis,2014,Sedan,143000.0,2000.0,Diesel,Manual,12600.0,8,q3,17875.0,11440.0,5652.705882352941
BMW,5 Series,1998,Sedan,333333.0,200.0,Metan/Propan,Automatic,3850.0,24,q2,13889.0,79999.92,12078.419294117648
Renault,Grand Scenic,2005,Universal,300000.0,1500.0,Diesel,Manual,2400.0,17,q3,17647.0,51000.0,4800.0
Nissan,Qashqai,2008,Crossover,178000.0,1500.0,Diesel,Manual,6700.0,14,q2,12714.0,24920.0,6547.607843137255
Volkswagen,Golf,2012,Hatchback,110000.0,1400.0,Petrol,Manual,8500.0,10,q2,11000.0,11000.0,3666.6666666666665
Volkswagen,Caddy,2001,Minivan,200000.0,1900.0,Diesel,Manual,1800.0,21,q1,9524.0,42000.0,2964.705882352941
Volkswagen,Tiguan,2012,Crossover,114000.0,2000.0,Petrol,Automatic,11500.0,10,q2,11400.0,11400.0,5141.176470588235
Land Rover,Rare,2009,SUV,65000.0,2400.0,Diesel,Manual,30999.0,13,q1,5000.0,8450.0,10272.217647058824
Vaz,Rare,1990,Sedan,34590.0,1500.0,Petrol,Manual,4050.0,32,q1,1081.0,11068.8,1757.9858823529412
Toyota,Rav 4,2006,Crossover,290000.0,2200.0,Diesel,Manual,5000.0,16,q3,18125.0,46400.0,9098.039215686274
Opel,Rare,1990,Hatchback,10000.0,1700.0,Diesel,Manual,600.0,32,q1,312.0,3200.0,75.29411764705883
Rare,Rare,2008,Hatchback,226348.0,1400.0,Petrol,Manual,1400.0,14,q3,16168.0,31688.72,1739.772862745098
Ssangyong,Rare,2004,SUV,189756.0,2900.0,Diesel,Manual,4000.0,18,q2,10542.0,34156.08,5357.8164705882355
Ford,Mondeo,2001,Universal,250000.0,1998.0,Diesel,Manual,3300.0,21,q2,11905.0,52500.0,6794.117647058823
Nissan,Qashqai,2010,Crossover,207000.0,1500.0,Diesel,Manual,7350.0,12,q3,17250.0,24840.0,7159.764705882353
Citroen,Rare,2014,Sedan,159000.0,1600.0,Petrol,Manual,7300.0,8,q4,19875.0,12720.0,3641.4117647058824
BMW,5 Series,2001,Sedan,380000.0,2500.0,Diesel,Manual,4800.0,21,q3,18095.0,79800.0,15021.176470588236
Opel,Insignia,2012,Sedan,1111.0,1700.0,Diesel,Manual,2200.0,10,q1,111.0,111.1,9.585098039215687
Nissan,Juke,2015,Hatchback,7800.0,1600.0,Petrol,Automatic,14499.0,7,q1,1114.0,546.0,310.4491764705882
BMW,X5,2015,SUV,35000.0,3000.0,Petrol,Automatic,24999.0,7,q1,5000.0,2450.0,2401.864705882353
Renault,Megane,2011,Universal,177000.0,1500.0,Diesel,Manual,5599.0,11,q3,16091.0,19470.0,4275.001176470589
Renault,Kangoo,2014,Pickup,147000.0,1500.0,Diesel,Manual,5999.0,8,q3,18375.0,11760.0,2766.5976470588234
Skoda,Rapid,2016,Hatchback,199000.0,1400.0,Diesel,Manual,7000.0,6,q4,33167.0,11940.0,3277.6470588235293
Seat,Rare,2011,Minivan,168200.0,1400.0,Petrol,Manual,8800.0,11,q3,15291.0,18502.0,6385.003921568627
Mercedes,Viano,2014,Microvan,286250.0,3000.0,Diesel,Automatic,19499.0,8,q4,35781.0,22900.0,17510.866666666665
Mercedes,Vito,2002,Minivan,350000.0,2200.0,Diesel,Manual,4000.0,20,q3,17500.0,70000.0,10980.392156862745
Citroen,Rare,2010,Crossover,185000.0,2200.0,Diesel,Automatic,7500.0,12,q3,15417.0,22200.0,6529.411764705882
Volkswagen,Golf,2013,Hatchback,86000.0,1200.0,Petrol,Automatic,10500.0,9,q1,9556.0,7740.0,3187.0588235294117
Jeep,Rare,2020,Crossover,4000.0,1300.0,Petrol,Automatic,19900.0,2,q1,2000.0,80.0,62.431372549019606
Opel,Astra,1992,Sedan,375518.0,1800.0,Petrol,Manual,750.0,30,q2,12517.0,112655.4,3313.394117647059
Honda,Rare,2005,Minivan,260000.0,1700.0,Petrol,Manual,2200.0,17,q3,15294.0,44200.0,3813.3333333333335
Toyota,Avensis,2004,Universal,290000.0,1994.0,Petrol,Manual,6000.0,18,q3,16111.0,52200.0,12282.35294117647
Hyundai,Accent,2005,Sedan,130000.0,1500.0,Petrol,Automatic,4450.0,17,q1,7647.0,22100.0,3856.6666666666665
Volkswagen,Caddy,2011,Minivan,270000.0,1600.0,Diesel,Automatic,10500.0,11,q4,24545.0,29700.0,12229.411764705883
Volkswagen,Passat,2010,Universal,177000.0,1800.0,Petrol,Automatic,7200.0,12,q3,14750.0,21240.0,5997.176470588235
BMW,5 Series,1992,Sedan,350742.0,200.0,Petrol,Manual,2500.0,30,q2,11691.0,105222.6,10315.941176470587
Renault,Kadjar,2015,Crossover,180000.0,1500.0,Diesel,Automatic,12300.0,7,q4,25714.0,12600.0,6077.64705882353
Toyota,Corolla,2006,Universal,216000.0,1400.0,Petrol,Manual,5950.0,16,q2,13500.0,34560.0,8064.0
Volkswagen,Golf,2008,Hatchback,196000.0,1400.0,Petrol,Manual,4500.0,14,q2,14000.0,27440.0,4842.35294117647
Hyundai,Sonata,2001,Sedan,235000.0,200.0,Petrol,Manual,2850.0,21,q2,11190.0,49350.0,5515.588235294118
Skoda,Fabia,2016,Hatchback,40000.0,1400.0,Diesel,Automatic,2599.0,6,q1,6667.0,2400.0,244.61176470588236
Volkswagen,Rare,2015,Hatchback,40000.0,1600.0,Diesel,Automatic,4999.0,7,q1,5714.0,2800.0,548.9098039215686
Honda,Civic,1993,Coupe,403946.0,1300.0,Petrol,Manual,1300.0,29,q2,13929.0,117144.34,5972.064392156863
Land Rover,Range Rover Sport,2006,SUV,320000.0,2700.0,Diesel,Automatic,5900.0,16,q4,20000.0,51200.0,11846.274509803921
Honda,Rare,2018,Sedan,25000.0,1498.0,Hybrid,Automatic,10500.0,4,q1,6250.0,1000.0,411.7647058823529
Volkswagen,Jetta,2010,Sedan,103000.0,1400.0,Petrol,Automatic,3100.0,12,q1,8583.0,12360.0,1502.5882352941176
Toyota,Corolla,2007,Hatchback,159000.0,1400.0,Petrol,Manual,2800.0,15,q2,10600.0,23850.0,2618.823529411765
Volkswagen,Passat,2012,Universal,78000.0,1400.0,Metan/Propan,Automatic,5700.0,10,q1,7800.0,7800.0,1743.5294117647059
Nissan,Micra,2009,Hatchback,85000.0,1400.0,Petrol,Automatic,2800.0,13,q1,6538.0,11050.0,1213.3333333333333
Suzuki,Rare,2016,Crossover,89000.0,1600.0,Petrol,Automatic,7200.0,6,q3,14833.0,5340.0,1507.764705882353
Hyundai,Santa FE,2016,SUV,125000.0,2200.0,Diesel,Automatic,11000.0,6,q4,20833.0,7500.0,3235.294117647059
BMW,3 Series,2012,Sedan,102000.0,2000.0,Petrol,Automatic,8300.0,10,q1,10200.0,10200.0,3320.0
BMW,5 Series,2006,Sedan,187000.0,3000.0,Diesel,Automatic,7550.0,16,q2,11688.0,29920.0,8858.666666666666
Volvo,XC60,2009,SUV,89000.0,2400.0,Diesel,Automatic,9900.0,13,q1,6846.0,11570.0,4491.882352941177
Opel,Corsa,2005,Hatchback,103000.0,1400.0,Petrol,Manual,2200.0,17,q1,6059.0,17510.0,1510.6666666666667
Lexus,RX Series,2010,SUV,132500.0,3500.0,Hybrid,Automatic,11000.0,12,q2,11042.0,15900.0,6858.823529411765
Renault,Grand Scenic,2004,Minivan,123000.0,1500.0,Diesel,Manual,1700.0,18,q1,6833.0,22140.0,1476.0
Fiat,Rare,2010,Hatchback,125000.0,1200.0,Petrol,Manual,2200.0,12,q2,10417.0,15000.0,1294.1176470588234
Skoda,Octavia,2003,Universal,126500.0,1600.0,Petrol,Manual,1550.0,19,q1,6658.0,24035.0,1460.950980392157
Volkswagen,Rare,2013,Minivan,87000.0,2000.0,Diesel,Manual,7700.0,9,q1,9667.0,7830.0,2364.3529411764707
Dacia,Logan,2006,Sedan,185000.0,1400.0,Metan/Propan,Manual,1350.0,16,q2,11562.0,29600.0,1567.0588235294117
Citroen,Rare,2010,Sedan,123000.0,1600.0,Diesel,Manual,3700.0,12,q1,10250.0,14760.0,2141.6470588235293
Ford,Kuga,2010,SUV,123000.0,1600.0,Petrol,Automatic,7300.0,12,q1,10250.0,14760.0,4225.411764705882
Skoda,Rare,2008,Universal,123000.0,1400.0,Petrol,Manual,2550.0,14,q1,8786.0,17220.0,1722.0
Volkswagen,Golf,2008,Hatchback,135000.0,1400.0,Petrol,Manual,3100.0,14,q1,9643.0,18900.0,2297.6470588235293
Nissan,Almera,2004,Sedan,154000.0,1500.0,Diesel,Manual,1700.0,18,q1,8556.0,27720.0,1848.0
BMW,X5,2003,SUV,175000.0,3000.0,Metan/Propan,Automatic,5100.0,19,q1,9211.0,33250.0,6650.0
Opel,Astra,2006,Universal,198000.0,1400.0,Petrol,Manual,2400.0,16,q2,12375.0,31680.0,2981.6470588235293
Lexus,CT Series,2012,Hatchback,112000.0,1800.0,Hybrid,Automatic,6900.0,10,q2,11200.0,11200.0,3030.5882352941176
Audi,A6,2012,Sedan,85000.0,2000.0,Diesel,Automatic,10500.0,10,q1,8500.0,8500.0,3500.0
BMW,3 Series,2008,Sedan,125000.0,2000.0,Petrol,Manual,4300.0,14,q1,8929.0,17500.0,2950.9803921568628
Ford,Mondeo,2013,Sedan,116000.0,2000.0,Plug-in Hybrid,Automatic,7700.0,9,q2,12889.0,10440.0,3152.470588235294
Alfa Romeo,Rare,2011,Hatchback,35000.0,1400.0,Petrol,Manual,4200.0,11,q1,3182.0,3850.0,634.1176470588235
Honda,Civic,2004,Sedan,189000.0,1400.0,Petrol,Automatic,2300.0,18,q2,10500.0,34020.0,3068.470588235294
Honda,Accord,2002,Sedan,254000.0,1800.0,Petrol,Manual,1750.0,20,q2,12700.0,50800.0,3486.274509803922
Skoda,Rare,2010,Minivan,156000.0,1200.0,Petrol,Automatic,3900.0,12,q2,13000.0,18720.0,2863.0588235294117
Toyota,Rare,2011,Hatchback,201000.0,1400.0,Diesel,Manual,6100.0,11,q3,18273.0,22110.0,5289.058823529412
Renault,Grand Scenic,2007,Microvan,145000.0,1500.0,Diesel,Manual,2400.0,15,q1,9667.0,21750.0,2047.0588235294117
Hyundai,Tucson,2009,SUV,140000.0,2000.0,Diesel,Manual,4700.0,13,q2,10769.0,18200.0,3354.5098039215686
Mazda,3,2013,Sedan,89000.0,1600.0,Petrol,Manual,5200.0,9,q1,9889.0,8010.0,1633.4117647058824
Toyota,Auris,2013,Universal,89000.0,1800.0,Hybrid,Automatic,7100.0,9,q1,9889.0,8010.0,2230.235294117647
Subaru,Rare,2009,Hatchback,123000.0,1000.0,Petrol,Manual,2200.0,13,q1,9462.0,15990.0,1379.5294117647059
Suzuki,Rare,2007,SUV,132000.0,2000.0,Diesel,Manual,5600.0,15,q1,8800.0,19800.0,4348.235294117647
Hyundai,Rare,2005,Sedan,132000.0,1600.0,Petrol,Manual,1300.0,17,q1,7765.0,22440.0,1144.0
Toyota,Rare,2010,Universal,124000.0,2700.0,Petrol,Automatic,8800.0,12,q2,10333.0,14880.0,5135.058823529412
Volkswagen,Transporter,1997,Universal,527123.0,1900.0,Diesel,Manual,3800.0,25,q4,21085.0,131780.75,19637.91568627451
Chevrolet,Rare,2014,SUV,107000.0,1400.0,Petrol,Manual,8200.0,8,q2,13375.0,8560.0,2752.627450980392
Dacia,Sandero,2008,Hatchback,330000.0,1400.0,Metan/Propan,Manual,3250.0,14,q4,23571.0,46200.0,5888.235294117647
Vaz,2106,1995,Sedan,9999.0,1500.0,Petrol,Manual,15000.0,27,q1,370.0,2699.73,1588.0764705882352
Mercedes,M Class,2012,Universal,177924.0,350.0,Diesel,Automatic,21700.0,10,q3,17792.0,17792.4,15140.983529411767
Opel,Zafira,2006,Minivan,149055.0,1800.0,Metan/Propan,Manual,5600.0,16,q1,9316.0,23848.8,5237.383529411764
Hyundai,Rare,1999,SUV,420000.0,2500.0,Diesel,Manual,1400.0,23,q3,18261.0,96600.0,5303.529411764706
Renault,Grand Scenic,2011,Universal,268600.0,1461.0,Diesel,Manual,6299.0,11,q4,24418.0,29546.0,7298.441333333333
Renault,Rare,2016,Minivan,147000.0,1600.0,Diesel,Automatic,14700.0,6,q4,24500.0,8820.0,5084.470588235294
Audi,A4,2013,Universal,173000.0,2000.0,Diesel,Automatic,10800.0,9,q4,19222.0,15570.0,6594.35294117647
Mercedes,E Class,2003,Sedan,164000.0,2700.0,Diesel,Automatic,4000.0,19,q1,8632.0,31160.0,4887.843137254902
Renault,Megane,2012,Universal,155000.0,1500.0,Diesel,Automatic,5700.0,10,q3,15500.0,15500.0,3464.705882352941
Opel,Astra,2009,Universal,123000.0,1300.0,Diesel,Manual,4250.0,13,q1,9462.0,15990.0,2665.0
Hyundai,Tucson,2009,SUV,187000.0,2000.0,Diesel,Manual,4800.0,13,q2,14385.0,24310.0,4576.0
Dacia,Logan Mcv,2012,Minivan,90000.0,1600.0,Metan/Propan,Manual,3499.0,10,q1,9000.0,9000.0,1234.9411764705883
BMW,X6,2014,SUV,122000.0,3000.0,Metan/Propan,Automatic,12999.0,8,q3,15250.0,9760.0,4975.303529411764
Toyota,Avensis,2007,Sedan,123000.0,1800.0,Petrol,Manual,5499.0,15,q1,8200.0,18450.0,3978.6882352941175
Mercedes,Rare,2016,SUV,40000.0,2200.0,Diesel,Automatic,15999.0,6,q1,6667.0,2400.0,1505.7882352941176
Mercedes,Vito,2003,Minivan,163000.0,2200.0,Diesel,Manual,3299.0,19,q1,8579.0,30970.0,4006.6678431372547
Volvo,Rare,2013,Universal,302179.0,2400.0,Plug-in Hybrid,Automatic,11500.0,9,q4,33575.0,27196.11,12264.912352941177
Dacia,Logan,2006,Sedan,320000.0,1400.0,Metan/Propan,Manual,1500.0,16,q4,20000.0,51200.0,3011.764705882353
Toyota,Avensis Verso,2005,Minivan,157000.0,2000.0,Diesel,Manual,3000.0,17,q1,9235.0,26690.0,3140.0
Opel,Astra,2011,Universal,184000.0,1300.0,Diesel,Manual,6000.0,11,q3,16727.0,20240.0,4762.35294117647
Renault,Rare,2003,Minivan,285500.0,2000.0,Metan/Propan,Manual,3800.0,19,q3,15026.0,54245.0,8083.568627450981
Mercedes,S Class,1994,Sedan,350000.0,3500.0,Diesel,Automatic,5000.0,28,q2,12500.0,98000.0,19215.686274509804
Audi,A4,2015,Sedan,211125.0,2000.0,Petrol,Manual,6666.0,7,q4,30161.0,14778.75,3863.3391176470586
Mercedes,M Class,2013,Universal,246138.0,2000.0,Petrol,Automatic,6788.0,9,q4,27349.0,22152.42,5896.887331764705
Dacia,Duster,2012,SUV,234212.0,1500.0,Diesel,Manual,5000.0,10,q4,23421.0,23421.2,4592.392156862745
Hyundai,Rare,2016,SUV,99999.0,5000.0,Petrol,Automatic,7845.0,6,q3,16666.0,5999.94,1845.8638941176469
Citroen,Berlingo,2010,Minivan,151000.0,1600.0,Diesel,Manual,5990.0,12,q2,12583.0,18120.0,4256.423529411764
Lexus,NX Series,2017,Crossover,141000.0,2500.0,Hybrid,Automatic,31490.0,5,q4,28200.0,7050.0,8706.058823529413
Ford,Fusion,2007,Sedan,76543.0,1400.0,Metan/Propan,Manual,1600.0,15,q1,5103.0,11481.45,720.4047058823529
Renault,Kadjar,2016,Crossover,190000.0,1500.0,Diesel,Automatic,13500.0,6,q4,31667.0,11400.0,6035.294117647059
Mercedes,GLC,2019,Crossover,42456.0,2000.0,Petrol,Automatic,18590.0,3,q2,14152.0,1273.68,928.5376941176472
Mercedes,C Class,2019,Sedan,15364.0,2000.0,Petrol,Automatic,17000.0,3,q1,5121.0,460.92,307.28
Dacia,Logan,2010,Universal,183000.0,1500.0,Diesel,Manual,4300.0,12,q3,15250.0,21960.0,3703.0588235294117
Dacia,Duster,2014,Crossover,135600.0,1500.0,Diesel,Manual,7650.0,8,q3,16950.0,10848.0,3254.4
