Year,Distance,Engine_capacity(cm3),Price(euro),Age,km_year1,shabby,euro_r,Style_Cabriolet,Style_Combi,Style_Coupe,Style_Crossover,Style_Hatchback,Style_Microvan,Style_Minivan,Style_Pickup,Style_Roadster,Style_SUV,Style_Sedan,Style_Universal,Fuel_type_Diesel,Fuel_type_Electric,Fuel_type_Hybrid,Fuel_type_Metan/Propan,Fuel_type_Petrol,Fuel_type_Plug-in Hybrid,Transmission_Automatic,Transmission_Manual,km_year_q1,km_year_q2,km_year_q3,km_year_q4
2006,201200.0,1396.0,4500.0,16,12575.0,32192.0,5680.941176470588,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2010,210000.0,3000.0,26900.0,12,17500.0,25200.0,26583.529411764706,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2001,290000.0,3500.0,6350.0,21,13810.0,60900.0,15165.29411764706,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2013,210795.0,2000.0,10999.0,9,23422.0,18971.55,8183.0619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
2015,110000.0,2000.0,16999.0,7,15714.0,7700.0,5133.03137254902,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2017,201000.0,1500.0,9990.0,5,40200.0,10050.0,3937.235294117647,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2006,259237.0,2400.0,6000.0,16,16202.0,41477.92,9759.510588235295,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2009,299000.0,1400.0,4997.0,13,23000.0,38870.0,7616.995686274509,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2005,240000.0,1400.0,2400.0,17,14118.0,40800.0,3840.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2010,255000.0,2700.0,7200.0,12,21250.0,30600.0,8640.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2013,146600.0,2000.0,15500.0,9,16289.0,13194.0,8019.882352941177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2013,197000.0,200.0,21500.0,9,21889.0,17730.0,14948.823529411764,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2011,189000.0,1500.0,6300.0,11,17182.0,20790.0,5136.35294117647,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2011,152000.0,1200.0,3999.0,11,13818.0,16720.0,2622.089411764706,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1998,438000.0,2800.0,5800.0,24,18250.0,105120.0,23909.647058823528,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2010,215300.0,1300.0,5200.0,12,17942.0,25836.0,5268.517647058824,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1999,235000.0,1300.0,1370.0,23,10217.0,54050.0,2903.8627450980393,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2013,190000.0,1800.0,10999.0,9,21111.0,17100.0,7375.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1993,255000.0,1600.0,1800.0,29,8793.0,73950.0,5220.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2017,51000.0,2000.0,14500.0,5,10200.0,2550.0,1450.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2019,45000.0,999.0,7800.0,3,15000.0,1350.0,412.94117647058823,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2013,240000.0,2500.0,14600.0,9,26667.0,21600.0,12367.058823529413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2015,108000.0,1986.0,24500.0,7,15429.0,7560.0,7263.529411764706,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2006,227000.0,1500.0,3600.0,16,14188.0,36320.0,5127.529411764706,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2004,210450.0,1500.0,2600.0,18,11692.0,37881.0,3862.3764705882354,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2007,280000.0,1600.0,3800.0,15,18667.0,42000.0,6258.823529411765,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1996,189000.0,1600.0,750.0,26,7269.0,49140.0,1445.2941176470588,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2006,145000.0,1600.0,3000.0,16,9062.0,23200.0,2729.4117647058824,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
1999,343000.0,1800.0,3100.0,23,14913.0,78890.0,9590.549019607843,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
2001,146000.0,1800.0,1300.0,21,6952.0,30660.0,1563.0588235294117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
2010,333000.0,2197.0,10900.0,12,27750.0,39960.0,17080.941176470587,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2019,24000.0,2000.0,26999.0,3,8000.0,720.0,762.324705882353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2005,132000.0,1400.0,2550.0,17,7765.0,22440.0,2244.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
2015,133000.0,1995.0,22900.0,7,19000.0,9310.0,8360.745098039215,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2001,11111.0,3000.0,1350.0,21,529.0,2333.31,123.52817647058824,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2007,220000.0,2200.0,3000.0,15,14667.0,33000.0,3882.3529411764707,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2002,280000.0,1800.0,3300.0,20,14000.0,56000.0,7247.058823529412,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2006,200000.0,1900.0,3800.0,16,12500.0,32000.0,4768.6274509803925,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
2017,1111.0,900.0,2400.0,5,222.0,55.55,5.228235294117647,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2012,160000.0,2500.0,12900.0,10,16000.0,16000.0,8094.117647058823,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2010,130000.0,3000.0,14500.0,12,10833.0,15600.0,8870.588235294117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2012,110000.0,2500.0,11000.0,10,11000.0,11000.0,4745.098039215686,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2009,150000.0,1500.0,3500.0,13,11538.0,19500.0,2676.470588235294,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2011,240000.0,1500.0,5699.0,11,21818.0,26400.0,5900.141176470588,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1993,87650.0,1300.0,700.0,29,3022.0,25418.5,697.7627450980392,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
1999,371000.0,1600.0,4950.0,23,16130.0,85330.0,16564.058823529413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2015,90000.0,1400.0,7200.0,7,12857.0,6300.0,1778.8235294117646,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2015,90000.0,1400.0,7200.0,7,12857.0,6300.0,1778.8235294117646,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1993,242761.0,1800.0,1100.0,29,8371.0,70400.69,3036.8925098039217,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2011,123000.0,1600.0,3700.0,11,11182.0,13530.0,1963.1764705882354,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
2016,12000.0,1400.0,4900.0,6,2000.0,720.0,138.35294117647058,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2004,132500.0,2000.0,1500.0,18,7361.0,23850.0,1402.9411764705883,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2009,145000.0,1800.0,5200.0,13,11154.0,18850.0,3843.921568627451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2016,144200.0,1500.0,9250.0,6,24033.0,8652.0,3138.470588235294,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2007,19000.0,200.0,3800.0,15,1267.0,2850.0,424.70588235294116,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
2004,123000.0,1400.0,2000.0,18,6833.0,22140.0,1736.4705882352941,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2015,120000.0,2200.0,15000.0,7,17143.0,8400.0,4941.176470588235,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2013,123000.0,1800.0,6200.0,9,13667.0,11070.0,2691.529411764706,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
2011,180000.0,2400.0,11300.0,11,16364.0,19800.0,8774.117647058823,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2016,12000.0,2000.0,6700.0,6,2000.0,720.0,189.1764705882353,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
2008,75000.0,1400.0,2600.0,14,5357.0,10500.0,1070.5882352941176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
2006,223000.0,2000.0,3600.0,16,13938.0,35680.0,5037.176470588235,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2012,170000.0,1400.0,8200.0,10,17000.0,17000.0,5466.666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2004,210300.0,1500.0,2400.0,18,11683.0,37854.0,3562.7294117647057,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2005,180100.0,2000.0,4800.0,17,10594.0,30617.0,5763.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,130000.0,1461.0,7800.0,9,14444.0,11700.0,3578.823529411765,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2007,135000.0,2000.0,4800.0,15,9000.0,20250.0,3811.764705882353,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2013,99000.0,1400.0,8200.0,9,11000.0,8910.0,2865.176470588235,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2005,300000.0,1800.0,5000.0,17,17647.0,51000.0,10000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
2015,120000.0,2000.0,11700.0,7,17143.0,8400.0,3854.1176470588234,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2017,140000.0,2400.0,24350.0,5,28000.0,7000.0,6684.313725490196,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2004,288000.0,2200.0,8600.0,18,16000.0,51840.0,17483.29411764706,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2005,270000.0,1800.0,6000.0,17,15882.0,45900.0,10800.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2005,294657.0,3000.0,9700.0,17,17333.0,50091.69,19054.486,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2012,100800.0,1396.0,13200.0,10,10080.0,10080.0,5217.882352941177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2017,100000.0,2998.0,31500.0,5,20000.0,5000.0,6176.470588235294,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2012,170000.0,2400.0,17500.0,10,17000.0,17000.0,11666.666666666666,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2017,217000.0,1500.0,11500.0,5,43400.0,10850.0,4893.137254901961,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2008,256854.0,3200.0,6999.0,14,18347.0,35959.56,9869.841585882354,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2012,214000.0,2800.0,13800.0,10,21400.0,21400.0,11581.176470588236,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
2018,33000.0,1500.0,17800.0,4,8250.0,1320.0,921.4117647058823,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2014,190000.0,200.0,20000.0,8,23750.0,15200.0,11921.56862745098,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2008,123000.0,1800.0,2800.0,14,8786.0,17220.0,1890.8235294117646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2013,250000.0,1400.0,7300.0,9,27778.0,22500.0,6441.176470588235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2007,136000.0,2200.0,5900.0,15,9067.0,20400.0,4720.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2017,21000.0,1600.0,10500.0,5,4200.0,1050.0,432.3529411764706,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2013,129000.0,1499.0,8299.0,9,14333.0,11610.0,3778.485882352941,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
2008,240000.0,1400.0,5100.0,14,17143.0,33600.0,6720.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2016,96000.0,1950.0,37900.0,6,16000.0,5760.0,8560.941176470587,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2010,54500.0,1600.0,2600.0,12,4542.0,6540.0,666.8235294117648,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2008,140000.0,3000.0,10000.0,14,10000.0,19600.0,7686.274509803921,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2016,200000.0,1400.0,9200.0,6,33333.0,12000.0,4329.411764705882,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2005,190000.0,1108.0,2500.0,17,11176.0,32300.0,3166.6666666666665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2011,190000.0,2000.0,8400.0,11,17273.0,20900.0,6884.705882352941,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2004,20000.0,3500.0,6750.0,18,1111.0,3600.0,952.9411764705883,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
2011,106400.0,1400.0,8000.0,11,9673.0,11704.0,3671.843137254902,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2012,95500.0,2000.0,10900.0,10,9550.0,9550.0,4082.156862745098,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2010,205000.0,1300.0,5500.0,12,17083.0,24600.0,5305.882352941177,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
2001,190000.0,2000.0,3700.0,21,9048.0,39900.0,5789.411764705882,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2010,210635.0,1500.0,5700.0,12,17553.0,25276.2,5649.974117647059,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2010,223215.0,1500.0,5650.0,12,18601.0,26785.8,5934.89294117647,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2012,85000.0,1000.0,2900.0,10,8500.0,8500.0,966.6666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1997,123000.0,1000.0,999.0,25,4920.0,30750.0,1204.6764705882354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2004,121000.0,1700.0,2200.0,18,6722.0,21780.0,1879.0588235294117,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2012,74000.0,1800.0,6300.0,10,7400.0,7400.0,1828.235294117647,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
2013,25000.0,2000.0,8800.0,9,2778.0,2250.0,776.4705882352941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2007,189000.0,1600.0,4200.0,15,12600.0,28350.0,4669.411764705882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2007,123500.0,1400.0,1900.0,15,8233.0,18525.0,1380.2941176470588,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
2011,16500.0,1500.0,7900.0,11,1500.0,1815.0,562.2941176470588,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2016,122000.0,1400.0,6599.0,6,20333.0,7320.0,1894.3011764705882,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1990,130000.0,2300.0,2200.0,32,4062.0,41600.0,3589.0196078431372,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2010,231601.0,1500.0,5800.0,12,19300.0,27792.12,6321.3449411764705,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2007,110000.0,2500.0,13000.0,15,7333.0,16500.0,8411.764705882353,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2017,136000.0,2000.0,9800.0,5,27200.0,6800.0,2613.3333333333335,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2008,225000.0,1600.0,5300.0,14,16071.0,31500.0,6547.058823529412,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2013,189842.0,1490.0,7250.0,9,21094.0,17085.78,4857.7217647058815,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2012,196000.0,1461.0,8100.0,10,19600.0,19600.0,6225.882352941177,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2017,161000.0,1400.0,10200.0,5,32200.0,8050.0,3220.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2004,233000.0,1800.0,4200.0,18,12944.0,41940.0,6907.764705882353,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2002,299000.0,4700.0,15999.0,20,14950.0,59800.0,37519.22352941176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2012,177777.0,1798.0,10999.0,10,17778.0,17777.7,7668.114600000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2017,106000.0,2000.0,14500.0,5,21200.0,5300.0,3013.725490196078,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1988,15000.0,1500.0,17000.0,34,441.0,5100.0,3400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2011,223140.0,1600.0,6850.0,11,20285.0,24545.4,6593.568235294118,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2015,179200.0,1499.0,10750.0,7,25600.0,12544.0,5288.156862745098,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2006,155000.0,3497.0,7600.0,16,9688.0,24800.0,7391.3725490196075,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2017,124000.0,2000.0,20000.0,5,24800.0,6200.0,4862.745098039216,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2010,220000.0,1800.0,7499.0,12,18333.0,26400.0,7763.670588235294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1999,200000.0,1900.0,750.0,23,8696.0,46000.0,1352.9411764705883,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2011,202915.0,1598.0,4700.0,11,18447.0,22320.65,4114.002156862745,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2007,265000.0,1400.0,5400.0,15,17667.0,39750.0,8417.64705882353,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2009,176000.0,1500.0,5100.0,13,13538.0,22880.0,4576.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2008,165000.0,1600.0,2900.0,14,11786.0,23100.0,2627.0588235294117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2015,158000.0,300.0,19000.0,7,22571.0,11060.0,8240.78431372549,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2011,212820.0,1200.0,5100.0,11,19347.0,23410.2,4682.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2015,99500.0,2000.0,20500.0,7,14214.0,6965.0,5599.313725490196,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2009,188000.0,2000.0,11000.0,13,14462.0,24440.0,10542.745098039215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1993,228000.0,1798.0,1600.0,29,7862.0,66120.0,4148.705882352941,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
2016,207000.0,2000.0,18750.0,6,34500.0,12420.0,9132.35294117647,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2013,82000.0,2000.0,17450.0,9,9111.0,7380.0,5050.235294117647,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2007,150000.0,2400.0,7800.0,15,10000.0,22500.0,6882.35294117647,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2010,234000.0,1400.0,5500.0,12,19500.0,28080.0,6056.470588235294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2010,160000.0,1400.0,6700.0,12,13333.0,19200.0,5044.705882352941,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
2001,463480.0,2500.0,1650.0,21,22070.0,97330.8,6297.875294117647,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2012,180000.0,3000.0,31500.0,10,18000.0,18000.0,22235.29411764706,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2012,130000.0,1300.0,5500.0,10,13000.0,13000.0,2803.921568627451,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2011,178000.0,1200.0,4850.0,11,16182.0,19580.0,3724.0392156862745,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2004,270000.0,1800.0,5800.0,18,15000.0,48600.0,11054.117647058823,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2008,211000.0,1300.0,4650.0,14,15071.0,29540.0,5386.705882352941,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2012,210000.0,1597.0,7500.0,10,21000.0,21000.0,6176.470588235294,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2014,110000.0,3000.0,27000.0,8,13750.0,8800.0,9317.64705882353,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2005,100000.0,2500.0,9299.0,17,5882.0,17000.0,6199.333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2013,123460.0,2200.0,20500.0,9,13718.0,11111.4,8932.69411764706,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1994,280000.0,1400.0,750.0,28,10000.0,78400.0,2305.8823529411766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2008,220000.0,2200.0,9500.0,14,15714.0,30800.0,11474.509803921568,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2007,200000.0,3500.0,13000.0,15,13333.0,30000.0,15294.117647058823,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2007,335000.0,3600.0,7000.0,15,22333.0,50250.0,13794.117647058823,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1995,350000.0,200.0,2500.0,27,12963.0,94500.0,9264.70588235294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
2020,1750.0,2000.0,62999.0,2,875.0,35.0,86.46921568627451,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2006,200000.0,1400.0,4500.0,16,12500.0,32000.0,5647.058823529412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
