Year,Distance,Engine_capacity(cm3),Price(euro),Age,km_year1,shabby,euro_r,Style_Cabriolet,Style_Combi,Style_Coupe,Style_Crossover,Style_Hatchback,Style_Microvan,Style_Minivan,Style_Pickup,Style_Roadster,Style_SUV,Style_Sedan,Style_Universal,Fuel_type_Diesel,Fuel_type_Electric,Fuel_type_Hybrid,Fuel_type_Metan/Propan,Fuel_type_Petrol,Fuel_type_Plug-in Hybrid,Transmission_Automatic,Transmission_Manual,km_year_q1,km_year_q2,km_year_q3,km_year_q4
2004,197000.0,1900.0,6800.0,18,10944.0,35460.0,9456.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2018,178000.0,1500.0,14400.0,4,44500.0,7120.0,4020.705882352941,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2015,172000.0,1500.0,12499.0,7,24571.0,12040.0,5901.48862745098,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2011,181000.0,1200.0,5490.0,11,16455.0,19910.0,4286.505882352942,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2016,154000.0,1500.0,5400.0,6,25667.0,9240.0,1956.7058823529412,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2005,224555.0,1400.0,3499.0,17,13209.0,38174.35,5238.119633333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2015,143000.0,1500.0,13300.0,7,20429.0,10010.0,5220.901960784314,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2004,251995.0,2200.0,6999.0,18,14000.0,45359.1,12449.738858823528,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2006,267000.0,2000.0,7350.0,16,16688.0,42720.0,12313.411764705883,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2013,191000.0,1500.0,6500.0,9,21222.0,17190.0,4381.764705882353,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
2012,178000.0,1200.0,5490.0,10,17800.0,17800.0,3832.235294117647,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2018,175000.0,1500.0,14900.0,4,43750.0,7000.0,4090.1960784313724,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2006,208555.0,1900.0,5099.0,16,13035.0,33368.8,6672.4514196078435,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
2014,176000.0,2200.0,19800.0,8,22000.0,14080.0,10932.70588235294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2013,177000.0,1400.0,9490.0,9,19667.0,15930.0,5928.458823529411,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2010,181000.0,1600.0,1950.0,12,15083.0,21720.0,1660.9411764705883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2009,269000.0,1400.0,5990.0,13,20692.0,34970.0,8214.521568627451,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2013,160000.0,1500.0,6400.0,9,17778.0,14400.0,3614.1176470588234,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2012,215000.0,1400.0,7990.0,10,21500.0,21500.0,6736.666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2010,146000.0,1994.0,9800.0,12,12167.0,17520.0,6733.176470588235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2014,195000.0,1500.0,6750.0,8,24375.0,15600.0,4129.411764705882,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2013,247000.0,1600.0,7500.0,9,27444.0,22230.0,6538.235294117647,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2015,250000.0,1460.0,11400.0,7,35714.0,17500.0,7823.529411764706,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2009,116000.0,1600.0,5300.0,13,8923.0,15080.0,3134.274509803922,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
2010,184000.0,1500.0,5500.0,12,15333.0,22080.0,4762.35294117647,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
2011,170352.0,1200.0,6650.0,11,15487.0,18738.72,4886.764235294118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
2014,130000.0,1495.0,6299.0,8,16250.0,10400.0,2569.0039215686274,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2009,225000.0,1400.0,5990.0,13,17308.0,29250.0,6870.882352941177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
2015,119000.0,1200.0,5490.0,7,17000.0,8330.0,1793.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2012,157000.0,1200.0,4990.0,10,15700.0,15700.0,3072.274509803922,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2010,180000.0,1400.0,6200.0,12,15000.0,21600.0,5251.764705882353,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
2016,170000.0,1500.0,13900.0,6,28333.0,10200.0,5560.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2012,172000.0,1500.0,5900.0,10,17200.0,17200.0,3979.607843137255,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2012,151000.0,1500.0,7300.0,10,15100.0,15100.0,4322.745098039216,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2011,182000.0,1200.0,5490.0,11,16545.0,20020.0,4310.1882352941175,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2015,160000.0,2000.0,16500.0,7,22857.0,11200.0,7247.058823529412,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2014,102000.0,1200.0,10890.0,8,12750.0,8160.0,3484.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2011,182000.0,1200.0,4950.0,11,16545.0,20020.0,3886.235294117647,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2012,171000.0,1500.0,6450.0,10,17100.0,17100.0,4325.294117647059,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2014,45000.0,2000.0,12990.0,8,5625.0,3600.0,1833.8823529411766,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2006,211620.0,1800.0,5499.0,16,13226.0,33859.2,7301.636894117646,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
2010,173000.0,1200.0,4990.0,12,14417.0,20760.0,4062.4470588235295,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
2006,225000.0,1300.0,2950.0,16,14062.0,36000.0,4164.705882352941,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2012,170000.0,1400.0,7500.0,10,17000.0,17000.0,5000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2008,185000.0,2000.0,10990.0,14,13214.0,25900.0,11162.392156862745,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2012,172000.0,1500.0,7990.0,10,17200.0,17200.0,5389.333333333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2010,165000.0,1400.0,4650.0,12,13750.0,19800.0,3610.5882352941176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2008,193000.0,1600.0,3850.0,14,13786.0,27020.0,4079.4901960784314,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2013,78000.0,1000.0,6499.0,9,8667.0,7020.0,1789.1364705882354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2001,320000.0,2500.0,5100.0,21,15238.0,67200.0,13440.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1997,480000.0,1600.0,1700.0,25,19200.0,120000.0,8000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2013,218000.0,2400.0,19999.0,9,24222.0,19620.0,15387.46588235294,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2013,138000.0,2000.0,6990.0,9,15333.0,12420.0,3404.541176470588,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2010,177000.0,1400.0,6200.0,12,14750.0,21240.0,5164.235294117647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2006,164000.0,1800.0,6990.0,16,10250.0,26240.0,7192.84705882353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2020,15000.0,2500.0,31900.0,2,7500.0,300.0,375.29411764705884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2019,21400.0,3000.0,64500.0,3,7133.0,642.0,1623.8823529411766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2004,212000.0,1800.0,3990.0,18,11778.0,38160.0,5970.917647058824,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
2011,160000.0,2000.0,12800.0,11,14545.0,17600.0,8834.509803921568,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2008,200000.0,2400.0,8490.0,14,14286.0,28000.0,9322.35294117647,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2007,263000.0,3200.0,10490.0,15,17533.0,39450.0,16228.64705882353,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2011,100000.0,1400.0,8750.0,11,9091.0,11000.0,3774.5098039215686,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2007,213000.0,1600.0,4990.0,15,14200.0,31950.0,6252.176470588235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2013,185000.0,1400.0,8200.0,9,20556.0,16650.0,5354.117647058823,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2015,93300.0,1998.0,11599.0,7,13329.0,6531.0,2970.708588235294,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2003,168000.0,1800.0,4990.0,19,8842.0,31920.0,6246.305882352941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2012,189000.0,1300.0,5350.0,10,18900.0,18900.0,3965.294117647059,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2009,165200.0,2000.0,8500.0,13,12708.0,21476.0,7158.666666666667,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
2013,128400.0,2231.0,18300.0,9,14267.0,11556.0,8293.129411764707,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2009,136000.0,1400.0,6200.0,13,10462.0,17680.0,4298.666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2008,191000.0,1300.0,4700.0,14,13643.0,26740.0,4928.549019607844,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2018,39000.0,1995.0,31900.0,4,9750.0,1560.0,1951.5294117647059,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2005,220000.0,1300.0,2790.0,17,12941.0,37400.0,4092.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2008,179000.0,1500.0,6600.0,14,12786.0,25060.0,6486.117647058823,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2010,229000.0,1800.0,7490.0,12,19083.0,27480.0,8071.576470588236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2015,173000.0,2200.0,16000.0,7,24714.0,12110.0,7598.431372549019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2019,81000.0,1500.0,13490.0,3,27000.0,2430.0,1285.5176470588235,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2014,170000.0,1364.0,7700.0,8,21250.0,13600.0,4106.666666666667,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2014,220000.0,1200.0,2400.0,8,27500.0,17600.0,1656.4705882352941,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2011,157000.0,1200.0,4990.0,11,14273.0,17270.0,3379.5019607843137,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
2010,173000.0,2000.0,7500.0,12,14417.0,20760.0,6105.882352941177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
2011,187000.0,1400.0,5200.0,11,17000.0,20570.0,4194.666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2006,190000.0,2200.0,8499.0,16,11875.0,30400.0,10132.141176470588,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2010,224730.0,1200.0,2850.0,12,18728.0,26967.6,3014.025882352941,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2017,138000.0,1500.0,11990.0,5,27600.0,6900.0,3244.3529411764707,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
2008,172000.0,1600.0,5800.0,14,12286.0,24080.0,5477.019607843137,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2014,82000.0,1200.0,9690.0,8,10250.0,6560.0,2492.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2009,177444.0,1400.0,6699.0,13,13650.0,23067.72,6060.0257364705885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2011,192000.0,1400.0,7490.0,11,17455.0,21120.0,6203.482352941176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2015,171000.0,1500.0,6790.0,7,24429.0,11970.0,3187.3058823529414,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2011,170000.0,1500.0,8500.0,11,15455.0,18700.0,6233.333333333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2015,206333.0,2500.0,13999.0,7,29476.0,14443.31,7929.093987843137,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2016,159000.0,1500.0,8890.0,6,26500.0,9540.0,3325.9058823529413,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2013,173000.0,1500.0,6900.0,9,19222.0,15570.0,4213.058823529412,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2006,226940.0,1400.0,3299.0,16,14184.0,36310.4,4697.569003921569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2014,200000.0,1800.0,9300.0,8,25000.0,16000.0,5835.294117647059,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2014,133000.0,1500.0,7700.0,8,16625.0,10640.0,3212.8627450980393,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2010,230000.0,1500.0,4350.0,12,19167.0,27600.0,4708.235294117647,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2014,155000.0,1400.0,6990.0,8,19375.0,12400.0,3399.0588235294117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2013,127000.0,1500.0,7600.0,9,14111.0,11430.0,3406.5882352941176,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2010,25000.0,1300.0,3490.0,12,2083.0,3000.0,410.5882352941176,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2005,245258.0,1998.0,5899.0,17,14427.0,41693.86,9645.179613333334,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2016,138000.0,1400.0,9499.0,6,23000.0,8280.0,3084.3811764705883,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
2005,777777.0,3000.0,4500.0,17,45752.0,132222.09,23333.31,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2016,185000.0,1500.0,11900.0,6,30833.0,11100.0,5180.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2011,231000.0,3000.0,26500.0,11,21000.0,25410.0,26406.470588235294,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2013,222000.0,2000.0,14500.0,9,24667.0,19980.0,11361.176470588236,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
2015,207000.0,1500.0,8400.0,7,29571.0,14490.0,4773.176470588235,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
2011,190000.0,2488.0,12400.0,11,17273.0,20900.0,10163.137254901962,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2009,205000.0,1500.0,6900.0,13,15769.0,26650.0,7211.176470588235,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2014,130000.0,2000.0,18800.0,8,16250.0,10400.0,7667.450980392156,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2019,13000.0,999.0,9999.0,3,4333.0,390.0,152.9258823529412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2015,161000.0,1500.0,8500.0,7,23000.0,11270.0,3756.6666666666665,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2012,181000.0,2000.0,13100.0,10,18100.0,18100.0,9298.43137254902,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2011,233000.0,1500.0,8350.0,11,21182.0,25630.0,8392.56862745098,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2007,220000.0,1600.0,4500.0,15,14667.0,33000.0,5823.529411764706,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2005,198777.0,3000.0,9999.0,17,11693.0,33792.09,13250.47482,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2014,169000.0,2200.0,11999.0,8,21125.0,13520.0,6361.822745098039,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
2017,125450.0,1500.0,9100.0,5,25090.0,6272.5,2238.421568627451,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2019,19000.0,1600.0,14990.0,3,6333.0,570.0,335.0705882352941,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
2011,170000.0,1500.0,8600.0,11,15455.0,18700.0,6306.666666666667,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2009,172000.0,1400.0,4899.0,13,13231.0,22360.0,4295.750588235294,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2013,145000.0,1200.0,7999.0,9,16111.0,13050.0,4093.605882352941,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
2009,258000.0,1300.0,5300.0,13,19846.0,33540.0,6971.058823529412,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2012,157000.0,1500.0,6300.0,10,15700.0,15700.0,3878.823529411765,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
2018,148000.0,1500.0,10990.0,4,37000.0,5920.0,2551.4039215686275,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
2012,235000.0,2400.0,17000.0,10,23500.0,23500.0,15666.666666666666,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2011,178555.0,1500.0,6499.0,11,16232.0,19641.05,5005.771919607842,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2016,147000.0,1400.0,13490.0,6,24500.0,8820.0,4665.952941176471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
2012,131000.0,1500.0,6250.0,10,13100.0,13100.0,3210.7843137254904,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
2007,189000.0,1800.0,4490.0,15,12600.0,28350.0,4991.823529411765,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2016,125000.0,1500.0,13500.0,6,20833.0,7500.0,3970.5882352941176,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2014,133000.0,2000.0,11990.0,8,16625.0,10640.0,5002.886274509804,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2013,150000.0,1600.0,8990.0,9,16667.0,13500.0,4759.411764705882,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2006,206885.0,2500.0,7950.0,16,12930.0,33101.6,10319.910588235294,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2019,84700.0,1500.0,17900.0,3,28233.0,2541.0,1783.6823529411765,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2015,160000.0,2000.0,10999.0,7,22857.0,11200.0,4830.933333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
2013,191000.0,1500.0,8450.0,9,21222.0,17190.0,5696.294117647059,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2017,176000.0,1500.0,10990.0,5,35200.0,8800.0,3792.627450980392,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
2018,18000.0,2000.0,19990.0,4,4500.0,720.0,564.4235294117647,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
2016,177000.0,1600.0,12990.0,6,29500.0,10620.0,5409.952941176471,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2016,158000.0,1500.0,12990.0,6,26333.0,9480.0,4829.2235294117645,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2006,204555.0,2500.0,7499.0,16,12785.0,32728.8,9624.834164705882,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2016,54000.0,2000.0,14990.0,6,9000.0,3240.0,1904.6117647058823,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
2016,180000.0,1500.0,8400.0,6,30000.0,10800.0,3557.6470588235293,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
2011,177000.0,1200.0,5800.0,11,16091.0,19470.0,4428.470588235294,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2013,109111.0,1800.0,10199.0,9,12123.0,9819.99,3927.6109023529407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2007,276850.0,2200.0,8599.0,15,18457.0,41527.5,14003.724411764706,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2010,178000.0,4400.0,15990.0,12,14833.0,21360.0,13393.976470588235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2016,148000.0,1800.0,12000.0,6,24667.0,8880.0,4178.823529411765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2015,130000.0,1500.0,9800.0,7,18571.0,9100.0,3497.2549019607845,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2010,205000.0,2000.0,8999.0,12,17083.0,24600.0,8681.388235294118,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2011,171000.0,1300.0,7100.0,11,15545.0,18810.0,5237.294117647059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2011,231000.0,1248.0,5999.0,11,21000.0,25410.0,5977.827058823529,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2001,286350.0,2000.0,4299.0,21,13636.0,60133.5,10137.800647058824,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
2012,180000.0,1200.0,4990.0,10,18000.0,18000.0,3522.3529411764707,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2015,170222.0,2200.0,15999.0,7,24317.0,11915.54,7475.94997882353,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2011,165000.0,1200.0,5490.0,11,15000.0,18150.0,3907.5882352941176,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2016,65000.0,2000.0,19899.0,6,10833.0,3900.0,3043.3764705882354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
